,id,visit,visit_datetime,group,scare_control,scare_outcome,day,datetime,event_no,bodyweight,max_Ftot,max_Fx,max_Fy,time_max_Ftot,Fx_maxFtot,Fy_maxFtot,time_max_Fx,time_max_Fy,max_Fz,time_max_Fz,species,sex,age,exp_order,prev_scares,bw_filled
63,3B00199DE5,not first visit,2024-12-12 11:17:32.239394,control,nah,0.0,2024-12-12,2024-12-12 11:17:28.922,117-2024-12-12,0.10098946511555927,0.16320345983735152,0.15929464158480935,0.02286944501116035,0.385,0.15918857285717863,0.022826071628487044,0.386,0.386,0.0309456456531132,0.455,bluti,M,5,1,0.0,0
64,01103F97C4,not first visit,2024-12-12 11:50:02.064052,control,nah,0.0,2024-12-12,2024-12-12 11:50:02.902,124-2024-12-12,0.18306894265391516,0.8393644067739697,0.5908761661417704,0.06448372733722504,0.838,0.5814818027424269,-0.5984032739213581,0.835,0.011,0.02005640630936451,0.001,greti,M ,5,1,0.0,1
65,3B00192E1E,not first visit,2024-12-12 11:50:49.564842,control,nah,0.0,2024-12-12,2024-12-12 11:50:50.901,127-2024-12-12,0.10075251587527521,0.42453984737021416,0.34394579577578904,0.02883390954128625,0.423,0.3400362617750128,-0.25404587316774935,0.421,0.001,0.031458198063180606,0.38,bluti,M,6,1,0.0,1
66,01103F97C4,not first visit,2024-12-12 11:51:18.294214,control,nah,0.0,2024-12-12,2024-12-12 11:51:18.902,131-2024-12-12,0.18306894265391513,0.8347749574311191,0.5857307361554823,0.07082157061819758,4.407,0.5789172677220913,-0.5720370039507633,4.405,0.439,0.04339959371769985,2.927,greti,M ,5,1,0.0,1
67,01103F97C4,not first visit,2024-12-12 11:52:29.400751,control,nah,0.0,2024-12-12,2024-12-12 11:52:29.903,132-2024-12-12,0.1560198741991211,0.9040079039898969,0.7036853385267077,0.039316132179819024,1.168,0.7003591466392253,-0.5091566222924673,1.167,0.352,0.030767018758966806,0.445,greti,M ,5,1,0.0,0
68,3B0019F652,not first visit,2024-12-12 11:53:04.856373,control,nah,0.0,2024-12-12,2024-12-12 11:53:05.902,134-2024-12-12,0.08973058579005294,0.390999439500057,0.3023121859429979,0.023100038719995008,1.613,0.30100324223064845,-0.21832932871335212,1.612,1.262,0.02592897722746413,1.224,bluti,F,5,1,0.0,0
69,01103F97C4,not first visit,2024-12-12 11:54:41.917953,control,nah,0.0,2024-12-12,2024-12-12 11:54:41.903,135-2024-12-12,0.1488488739413458,0.8528370519724024,0.6978140404295438,0.06095120157261466,3.778,0.6909535070510343,-0.49724416679343547,3.776,3.261,0.0419744094291121,3.076,greti,M ,5,1,0.0,0
70,3B0018C6F9,not first visit,2024-12-12 11:54:59.468459,control,nah,0.0,2024-12-12,2024-12-12 11:55:00.903,137-2024-12-12,0.09403809307273955,0.5886070476640135,0.4806234739391102,0.021509251244860604,0.27,0.47706442086696976,-0.2925702384650031,0.269,0.137,0.028935824103067782,0.053,bluti,M,6,1,0.0,1
71,3B00199DE5,not first visit,2024-12-12 11:55:42.123620,control,nah,0.0,2024-12-12,2024-12-12 11:55:43.904,139-2024-12-12,0.14690881489368923,0.4513252346158023,0.2686196816792156,0.00717806361576855,0.223,0.2299225118028748,-0.3850091051574892,0.215,0.065,0.05907139781217082,0.228,bluti,M,5,1,0.0,0
72,3B0018A99B,not first visit,2024-12-12 11:56:10.732052,control,nah,0.0,2024-12-12,2024-12-12 11:56:11.905,142-2024-12-12,0.09575324175177653,0.29514471154870786,0.22478653513071067,0.004520654590241926,1.547,0.22266285863374033,-0.17628852830751215,1.545,1.572,0.08272488137318919,1.549,bluti,M,5,1,0.0,1
73,3B0018A99B,not first visit,2024-12-12 11:58:02.875718,control,nah,0.0,2024-12-12,2024-12-12 11:58:03.905,143-2024-12-12,0.09575324175177655,0.23021205030059283,0.19584976933615342,0.06344748328673987,0.951,0.19481341798170698,-0.10362350825332192,0.95,0.145,0.07141507595269515,0.954,bluti,M,5,1,0.0,1
74,3B0018A99B,not first visit,2024-12-12 11:58:38.836111,control,nah,0.0,2024-12-12,2024-12-12 11:58:39.904,144-2024-12-12,0.09575324175177653,0.2722023080374904,0.20067966945117852,0.03003954803820676,0.653,0.19793084032169253,-0.15160295744125643,0.651,0.039,0.11085794816401832,0.655,bluti,M,5,1,0.0,1
75,3B00192E1E,not first visit,2024-12-12 12:03:54.184882,control,nah,0.0,2024-12-12,2024-12-12 12:03:55.906,153-2024-12-12,0.10075251587527521,0.4438950604719467,0.35609523241024676,0.049818159787264685,1.599,0.356029234068065,-0.26491260606292805,1.6,0.98,0.040841338015410726,1.588,bluti,M,6,1,0.0,1
76,3B001877B5,first visit,2024-12-12 12:04:57.520485,control,nah,0.0,2024-12-12,2024-12-12 12:04:57.908,156-2024-12-12,0.17569308813793838,0.8281021062489448,0.6141071475236678,0.06753708781871343,0.887,0.5953142713994645,-0.5556998398013517,0.883,0.412,0.0754331548626751,0.503,greti,M,5,1,,1
77,3B00192E1E,not first visit,2024-12-12 12:05:19.238751,control,nah,0.0,2024-12-12,2024-12-12 12:05:20.907,157-2024-12-12,0.09797513558539318,0.47734168958947676,0.3571187126390288,0.030221562471974314,1.863,0.3571187126390288,-0.31531983669145325,1.863,0.01,0.043323901299009,1.821,bluti,M,6,1,0.0,0
78,3B0018A99B,not first visit,2024-12-12 12:06:14.491815,control,nah,0.0,2024-12-12,2024-12-12 12:06:15.908,158-2024-12-12,0.09473759066576021,0.5013775724004061,0.36167997259969226,0.01282742792067716,2.623,0.36167997259969226,-0.34567043252081103,2.623,1.922,0.0524923705541689,2.615,bluti,M,5,1,0.0,0
